path,offset_sec,vstart_sec
2015-02-16-17-02-05_denoised_406,0.33,2.52
2015-02-16-17-02-05_denoised_726,-2.0,2.2
2015-02-16-17-02-05_denoised_896,0.0,0.16
2015-02-16-17-02-05_denoised_140,-2.0,2.36
2015-02-16-17-02-05_denoised_231,-1.33,1.8
2015-02-16-17-02-05_denoised_606,0.0,1.52
2015-02-16-17-02-05_denoised_245,1.33,0.92
2015-02-16-17-02-05_denoised_646,1.0,0.8
2015-02-16-17-02-05_denoised_269,-1.67,2.44
2015-02-16-17-02-05_denoised_121,-2.0,2.4
2015-02-16-17-02-05_denoised_424,0.0,0.12
2015-02-16-17-02-05_denoised_993,0.0,0.08
2015-02-16-17-02-05_denoised_936,2.0,0.6
2015-02-16-17-02-05_denoised_959,-0.33,1.24
2015-02-16-17-02-05_denoised_816,-2.0,2.4
2015-02-16-17-02-05_denoised_829,0.0,1.32
2015-02-16-17-02-05_denoised_461,0.0,2.76
2015-02-16-17-02-05_denoised_593,-1.0,1.48
2015-02-16-17-02-05_denoised_880,0.0,0.08
2015-02-16-17-02-05_denoised_283,0.0,1.04
2015-02-16-17-02-05_denoised_792,-2.0,2.36
2015-02-16-17-02-05_denoised_343,-1.0,2.16
2015-02-16-17-02-05_denoised_921,0.0,1.96
2015-02-16-17-02-05_denoised_777,0.0,2.44
2015-02-16-17-02-05_denoised_385,-0.67,1.92
2015-02-16-17-02-05_denoised_546,0.0,0.24
2015-02-16-17-03-55_denoised_135,-1.67,2.76
2015-02-16-17-03-55_denoised_69,-1.33,2.08
2015-02-16-17-03-55_denoised_1036,-1.67,2.0
2015-02-16-17-03-55_denoised_208,-2.0,2.88
2015-02-16-17-03-55_denoised_470,-0.67,2.32
2015-02-16-17-03-55_denoised_195,0.0,2.36
2015-02-16-17-03-55_denoised_884,0.0,1.24
2015-02-16-17-03-55_denoised_682,-0.67,0.84
2015-02-16-17-03-55_denoised_524,0.0,0.24
2015-02-16-17-03-55_denoised_554,1.0,1.08
2015-02-16-17-03-55_denoised_352,0.0,1.08
2015-02-16-17-03-55_denoised_96,0.0,0.24
2015-02-16-17-03-55_denoised_1010,0.0,0.08
2015-02-16-17-03-55_denoised_84,0.0,0.68
2015-02-16-17-03-55_denoised_816,-2.0,2.08
2015-02-16-17-03-55_denoised_1081,0.0,1.72
2015-02-16-17-03-55_denoised_582,0.0,0.36
2015-02-16-17-03-55_denoised_838,2.0,0.0
2015-02-16-17-03-55_denoised_410,0.67,0.56
2015-02-16-17-03-55_denoised_241,2.0,0.04
2015-02-16-17-03-55_denoised_379,0.0,2.8
2015-02-16-17-03-55_denoised_295,0.0,1.72
2015-02-16-17-03-55_denoised_944,0.0,2.92
2015-02-16-17-03-55_denoised_167,0.0,1.52
2015-02-16-17-03-55_denoised_664,2.0,0.92
2015-02-16-17-03-55_denoised_789,0.0,1.52
2015-02-16-17-03-55_denoised_629,-2.0,2.36
2015-02-16-17-03-55_denoised_996,-1.67,2.04
2015-02-16-17-03-55_denoised_927,-1.67,1.72
2015-02-16-17-03-55_denoised_272,-0.33,1.92
2015-02-16-17-03-55_denoised_317,-2.0,2.28
2015-02-16-17-03-55_denoised_744,0.0,2.72
2015-02-16-17-03-55_denoised_762,0.0,0.52
2015-02-16-17-03-55_denoised_706,-2.0,2.44
2015-02-16-17-03-55_denoised_510,0.0,2.2
2015-02-16-17-03-55_denoised_121,0.0,2.64
2015-02-16-17-03-55_denoised_427,0.0,1.28
2015-02-16-17-03-55_denoised_1056,1.33,0.36
2015-02-16-17-03-55_denoised_335,0.0,1.28
2015-02-16-17-03-55_denoised_911,-2.0,2.92
2015-02-16-17-03-55_denoised_447,0.0,0.4
2015-02-16-17-03-55_denoised_642,-1.67,2.92
2015-02-16-17-03-55_denoised_973,0.0,1.92
2015-02-16-17-03-55_denoised_606,0.0,0.16
2015-02-16-17-03-55_denoised_257,0.0,2.8
2015-02-16-17-03-55_denoised_397,0.0,2.52
2015-02-16-17-15-23_denoised_836,0.0,2.24
2015-02-16-17-15-23_denoised_211,0.0,2.36
2015-02-16-17-15-23_denoised_786,0.0,2.36
2015-02-16-17-15-23_denoised_172,-0.33,1.12
2015-02-16-17-15-23_denoised_234,0.0,0.08
2015-02-16-17-15-23_denoised_761,0.0,0.6
2015-02-16-17-15-23_denoised_523,0.67,0.52
2015-02-16-17-15-23_denoised_917,1.33,1.64
2015-02-16-17-15-23_denoised_355,2.0,0.08
2015-02-16-17-15-23_denoised_66,0.0,1.36
2015-02-16-17-15-23_denoised_690,0.67,2.2
2015-02-16-17-15-23_denoised_1006,0.0,1.88
2015-02-16-17-15-23_denoised_895,-1.33,1.72
2015-02-16-17-15-23_denoised_850,0.0,0.12
2015-02-16-17-15-23_denoised_419,0.0,0.4
2015-02-16-17-15-23_denoised_579,1.0,0.88
2015-02-16-17-15-23_denoised_115,-1.67,2.8
2015-02-16-17-15-23_denoised_144,-0.67,2.12
2015-02-16-17-15-23_denoised_881,0.0,1.44
2015-02-16-17-15-23_denoised_558,0.0,2.12
2015-02-16-17-15-23_denoised_102,0.0,0.12
2015-02-16-17-15-23_denoised_933,1.0,0.92
2015-02-16-17-15-23_denoised_538,-0.67,1.44
2015-02-16-17-15-23_denoised_504,0.0,2.44
2015-02-16-17-15-23_denoised_973,0.33,0.96
2015-02-16-17-15-23_denoised_372,0.0,0.12
2015-02-16-17-15-23_denoised_456,0.0,0.96
2015-02-16-17-15-23_denoised_129,-2.0,2.92
2015-02-16-17-15-23_denoised_265,-1.67,2.12
2015-02-16-17-15-23_denoised_297,1.67,1.08
2015-02-16-17-15-23_denoised_625,-1.33,2.36
2015-02-16-17-15-23_denoised_728,1.33,0.2
2015-02-16-17-15-23_denoised_989,0.0,0.56
2015-02-16-17-15-23_denoised_710,0.0,1.84
2015-02-16-17-15-23_denoised_486,-2.0,2.72
2015-02-16-17-15-23_denoised_281,0.0,0.96
2015-02-16-17-15-23_denoised_80,0.0,0.88
2015-02-16-17-15-23_denoised_402,0.0,1.84
2015-02-16-17-15-23_denoised_668,0.0,0.56
2015-02-16-17-15-23_denoised_157,-0.67,1.76
2015-02-16-17-15-23_denoised_949,0.0,0.68
2015-02-16-17-15-23_denoised_320,1.33,1.04
2015-02-16-17-15-23_denoised_438,2.0,0.44
2015-02-16-17-15-23_denoised_340,0.0,0.16
2015-02-16-17-15-23_denoised_1061,0.0,1.72
2015-02-16-17-35-07_denoised_436,0.0,1.6
2015-02-16-17-35-07_denoised_359,0.0,2.84
2015-02-16-17-35-07_denoised_155,0.0,0.76
2015-02-16-17-35-07_denoised_224,0.0,0.76
2015-02-16-17-35-07_denoised_574,0.0,2.68
2015-02-16-17-35-07_denoised_532,0.33,0.48
2015-02-16-17-35-07_denoised_90,0.0,2.52
2015-02-16-17-35-07_denoised_106,-1.67,1.88
2015-02-16-17-35-07_denoised_561,0.0,1.48
2015-02-16-17-35-07_denoised_689,-1.0,2.6
2015-02-16-17-35-07_denoised_181,0.0,2.24
2015-02-16-17-35-07_denoised_75,-2.0,2.72
2015-02-16-17-35-07_denoised_711,-2.0,2.68
2015-02-16-17-35-07_denoised_342,0.0,0.6
2015-02-16-17-35-07_denoised_125,0.0,0.6
2015-02-16-17-35-07_denoised_418,0.0,0.68
2015-02-16-17-35-07_denoised_593,0.0,0.68
2015-02-16-17-35-07_denoised_395,-1.33,2.2
2015-02-16-17-35-07_denoised_266,-0.67,2.04
2015-02-16-17-35-07_denoised_661,-1.67,2.4
2015-02-16-17-35-07_denoised_310,0.0,0.84
2015-02-16-17-35-07_denoised_279,0.0,1.68
2015-02-16-17-35-07_denoised_488,0.0,1.56
2015-02-16-17-35-07_denoised_247,2.0,0.4
2015-02-16-17-35-07_denoised_457,1.67,0.4
2015-02-16-17-35-07_denoised_329,0.67,2.28
2015-02-16-17-35-07_denoised_625,2.0,0.4
2015-02-16-17-35-07_denoised_210,0.33,2.48
2015-02-16-17-35-07_denoised_515,0.0,0.64
2015-02-16-17-35-07_denoised_471,1.0,0.32
2015-02-16-17-46-48_denoised_239,-1.0,2.56
2015-02-16-17-46-48_denoised_287,0.0,0.2
2015-02-16-17-46-48_denoised_972,0.0,2.08
2015-02-16-17-46-48_denoised_271,-1.67,1.76
2015-02-16-17-46-48_denoised_612,0.0,0.52
2015-02-16-17-46-48_denoised_1217,0.0,2.24
2015-02-16-17-46-48_denoised_114,0.0,1.04
2015-02-16-17-46-48_denoised_90,-1.0,2.16
2015-02-16-17-46-48_denoised_501,1.33,0.88
2015-02-16-17-46-48_denoised_197,1.33,0.6
2015-02-16-17-46-48_denoised_954,0.0,2.8
2015-02-16-17-46-48_denoised_815,0.33,2.52
2015-02-16-17-46-48_denoised_669,-1.67,2.96
2015-02-16-17-46-48_denoised_406,0.0,2.36
2015-02-16-17-46-48_denoised_690,-1.67,2.36
2015-02-16-17-46-48_denoised_1010,1.33,0.0
2015-02-16-17-46-48_denoised_363,0.0,1.48
2015-02-16-17-46-48_denoised_146,0.0,2.04
2015-02-16-17-46-48_denoised_854,0.0,1.96
2015-02-16-17-46-48_denoised_1249,0.0,0.92
2015-02-16-17-46-48_denoised_66,0.0,1.92
2015-02-16-17-46-48_denoised_830,0.0,2.64
2015-02-16-17-46-48_denoised_487,0.0,0.24
2015-02-16-17-46-48_denoised_1150,1.0,1.44
2015-02-16-17-46-48_denoised_420,1.0,0.36
2015-02-16-17-46-48_denoised_531,-1.0,1.32
2015-02-16-17-46-48_denoised_1054,0.0,0.04
2015-02-16-17-46-48_denoised_598,-0.33,2.72
2015-02-16-17-46-48_denoised_389,0.67,1.52
2015-02-16-17-46-48_denoised_641,0.0,0.56
2015-02-16-17-46-48_denoised_445,0.0,0.36
2015-02-16-17-46-48_denoised_257,0.0,1.96
2015-02-16-17-46-48_denoised_1026,0.67,0.04
2015-02-16-17-46-48_denoised_727,0.0,2.96
2015-02-16-17-46-48_denoised_518,0.0,0.36
2015-02-16-17-46-48_denoised_337,-2.0,2.6
2015-02-16-17-46-48_denoised_209,0.0,1.68
2015-02-16-17-46-48_denoised_786,0.0,1.2
2015-02-16-17-46-48_denoised_160,0.0,2.2
2015-02-16-17-46-48_denoised_756,0.0,0.72
2015-02-16-17-46-48_denoised_876,-1.67,2.36
2015-02-16-17-46-48_denoised_889,0.0,0.68
2015-02-16-17-46-48_denoised_908,0.0,2.0
2015-02-16-17-46-48_denoised_461,1.33,0.72
2015-02-16-17-46-48_denoised_1078,0.0,1.16
2015-02-16-17-46-48_denoised_559,0.0,1.6
2015-02-16-17-46-48_denoised_1278,-1.0,1.96
2015-02-16-17-46-48_denoised_926,-1.0,2.92
2015-02-16-17-46-48_denoised_544,0.0,2.04
2015-02-16-17-46-48_denoised_475,-0.33,2.76
2015-02-16-17-46-48_denoised_1125,0.0,2.6
2015-02-16-17-46-48_denoised_702,0.0,1.04
2015-02-16-17-46-48_denoised_182,-0.67,1.44
2015-02-16-17-46-48_denoised_1290,0.0,0.2
2015-02-16-17-52-15_denoised_1048,0.33,0.4
2015-02-16-17-52-15_denoised_495,0.0,0.68
2015-02-16-17-52-15_denoised_1115,-1.33,2.68
2015-02-16-17-52-15_denoised_328,0.0,1.36
2015-02-16-17-52-15_denoised_784,0.0,0.64
2015-02-16-17-52-15_denoised_1168,0.0,2.2
2015-02-16-17-52-15_denoised_346,1.67,1.24
2015-02-16-17-52-15_denoised_430,0.67,1.08
2015-02-16-17-52-15_denoised_87,1.33,1.6
2015-02-16-17-52-15_denoised_902,-2.0,2.44
2015-02-16-17-52-15_denoised_414,1.0,1.64
2015-02-16-17-52-15_denoised_1098,0.0,0.96
2015-02-16-17-52-15_denoised_988,0.0,0.8
2015-02-16-17-52-15_denoised_279,-0.33,2.56
2015-02-16-17-52-15_denoised_511,0.0,2.48
2015-02-16-17-52-15_denoised_528,1.67,0.2
2015-02-16-17-52-15_denoised_138,-0.67,2.92
2015-02-16-17-52-15_denoised_955,1.0,1.04
2015-02-16-17-52-15_denoised_200,0.0,1.84
2015-02-16-17-52-15_denoised_562,1.67,0.76
2015-02-16-17-52-15_denoised_1244,0.0,1.64
2015-02-16-17-52-15_denoised_684,0.0,2.88
2015-02-16-17-52-15_denoised_386,-1.0,1.36
2015-02-16-17-52-15_denoised_838,0.0,2.28
2015-02-16-17-52-15_denoised_69,-0.67,1.56
2015-02-16-17-52-15_denoised_660,0.33,1.96
2015-02-16-17-52-15_denoised_814,0.0,2.92
2015-02-16-17-52-15_denoised_724,0.0,2.0
2015-02-16-17-52-15_denoised_231,-1.0,2.76
2015-02-16-17-52-15_denoised_1222,0.33,2.12
2015-02-16-17-52-15_denoised_1151,0.33,1.88
2015-02-16-17-52-15_denoised_1186,-1.0,2.72
2015-02-16-17-52-15_denoised_608,0.0,1.68
2015-02-16-17-52-15_denoised_747,-0.33,2.28
2015-02-16-17-52-15_denoised_929,1.0,0.56
2015-02-16-17-52-15_denoised_1071,0.0,1.12
2015-02-16-17-52-15_denoised_859,0.0,0.2
2015-02-16-17-52-15_denoised_1260,0.0,1.36
2015-02-16-17-52-15_denoised_1020,0.67,0.72
2015-02-16-17-52-15_denoised_297,1.0,0.44
2015-02-16-17-52-15_denoised_185,2.0,0.48
2015-02-16-17-52-15_denoised_448,0.0,1.44
2015-02-16-17-52-15_denoised_762,0.0,1.16
2015-02-16-17-52-15_denoised_632,2.0,0.72
2015-02-16-17-52-15_denoised_575,0.0,0.44
2015-02-16-17-52-15_denoised_257,0.0,0.76
2015-02-16-17-52-15_denoised_1135,1.0,0.44
2015-02-16-17-52-15_denoised_162,-0.67,1.28
2015-02-16-17-52-15_denoised_916,0.0,2.96
2015-02-16-17-52-15_denoised_473,0.0,1.16
2015-02-16-17-52-15_denoised_215,1.67,0.52
2015-02-16-17-52-15_denoised_886,0.0,0.76
2015-02-16-17-52-15_denoised_1001,0.0,0.16
2015-02-16-17-54-47_denoised_545,0.0,2.76
2015-02-16-17-54-47_denoised_248,1.0,1.52
2015-02-16-17-54-47_denoised_769,0.0,2.04
2015-02-16-17-54-47_denoised_895,0.0,0.88
2015-02-16-17-54-47_denoised_676,-1.0,2.76
2015-02-16-17-54-47_denoised_880,0.0,0.76
2015-02-16-17-54-47_denoised_1024,-2.0,2.8
2015-02-16-17-54-47_denoised_327,0.0,1.08
2015-02-16-17-54-47_denoised_858,-1.0,1.24
2015-02-16-17-54-47_denoised_1183,-0.33,1.92
2015-02-16-17-54-47_denoised_94,-0.33,0.88
2015-02-16-17-54-47_denoised_1267,0.0,1.4
2015-02-16-17-54-47_denoised_529,1.33,1.2
2015-02-16-17-54-47_denoised_644,0.33,0.68
2015-02-16-17-54-47_denoised_310,0.0,0.52
2015-02-16-17-54-47_denoised_994,1.67,1.2
2015-02-16-17-54-47_denoised_404,0.0,0.64
2015-02-16-17-54-47_denoised_266,0.67,0.72
2015-02-16-17-54-47_denoised_280,1.0,1.28
2015-02-16-17-54-47_denoised_1224,2.0,0.88
2015-02-16-17-54-47_denoised_1074,1.67,0.6
2015-02-16-17-54-47_denoised_1059,1.33,0.92
2015-02-16-17-54-47_denoised_430,-0.33,1.24
2015-02-16-17-54-47_denoised_737,0.0,0.72
2015-02-16-17-54-47_denoised_200,0.0,2.52
2015-02-16-17-54-47_denoised_350,0.0,1.0
2015-02-16-17-54-47_denoised_954,0.0,1.64
2015-02-16-17-54-47_denoised_1044,0.0,0.04
2015-02-16-17-54-47_denoised_508,-0.67,1.48
2015-02-16-17-54-47_denoised_493,-1.0,1.68
2015-02-16-17-54-47_denoised_830,0.67,0.68
2015-02-16-17-54-47_denoised_604,-2.0,2.68
2015-02-16-17-54-47_denoised_1200,-1.67,2.88
2015-02-16-17-54-47_denoised_1103,-1.0,1.32
2015-02-16-17-54-47_denoised_1139,-1.67,2.84
2015-02-16-17-54-47_denoised_111,0.0,0.0
2015-02-16-17-54-47_denoised_1244,-1.0,1.8
2015-02-16-17-54-47_denoised_138,0.0,0.88
2015-02-16-17-54-47_denoised_924,0.0,1.44
2015-02-16-17-54-47_denoised_1119,0.0,0.2
2015-02-16-17-54-47_denoised_1090,2.0,0.68
2015-02-16-17-54-47_denoised_981,-0.33,1.48
2015-02-16-17-54-47_denoised_724,0.0,0.36
2015-02-16-17-54-47_denoised_797,-0.33,0.36
2015-02-16-17-54-47_denoised_160,0.0,0.96
2015-02-16-17-54-47_denoised_474,-1.0,1.32
2015-02-16-17-54-47_denoised_363,0.0,0.36
2015-02-16-17-54-47_denoised_591,0.0,1.36
2015-02-16-17-54-47_denoised_458,2.0,0.36
2015-02-16-17-54-47_denoised_1155,0.0,2.64
2015-02-16-17-54-47_denoised_385,-1.67,2.04
2015-02-16-17-54-47_denoised_967,0.0,0.92
2015-02-16-17-54-47_denoised_698,1.67,0.92
2015-02-16-18-02-38_denoised_762,-1.33,1.72
2015-02-16-18-02-38_denoised_813,0.0,2.56
2015-02-16-18-02-38_denoised_417,-0.67,2.6
2015-02-16-18-02-38_denoised_243,0.0,0.16
2015-02-16-18-02-38_denoised_302,0.0,2.36
2015-02-16-18-02-38_denoised_512,-0.67,2.96
2015-02-16-18-02-38_denoised_110,0.0,2.44
2015-02-16-18-02-38_denoised_229,-1.33,2.16
2015-02-16-18-02-38_denoised_702,-0.33,0.36
2015-02-16-18-02-38_denoised_158,0.0,0.96
2015-02-16-18-02-38_denoised_386,1.33,0.28
2015-02-16-18-02-38_denoised_551,1.0,0.76
2015-02-16-18-02-38_denoised_132,1.67,0.4
2015-02-16-18-02-38_denoised_878,-1.0,1.44
2015-02-16-18-02-38_denoised_648,0.0,0.0
2015-02-16-18-02-38_denoised_850,1.0,0.76
2015-02-16-18-02-38_denoised_286,-2.0,2.0
2015-02-16-18-02-38_denoised_688,-1.33,2.08
2015-02-16-18-02-38_denoised_360,0.0,0.04
2015-02-16-18-02-38_denoised_97,0.0,1.68
2015-02-16-18-02-38_denoised_892,0.0,1.0
2015-02-16-18-02-38_denoised_180,1.0,1.96
2015-02-16-18-02-38_denoised_622,0.0,0.96
2015-02-16-18-02-38_denoised_323,0.0,0.36
2015-02-16-18-02-38_denoised_263,0.0,0.88
2015-02-16-18-02-38_denoised_404,0.0,0.44
