path,offset_sec,vstart_sec
2015-02-16-16-49-06_denoised_914,-2.0,2.64
2015-02-16-16-49-06_denoised_385,-0.2,2.24
2015-02-16-16-49-06_denoised_743,1.2,0.16
2015-02-16-16-49-06_denoised_1182,1.4,0.84
2015-02-16-16-49-06_denoised_972,-0.4,1.52
2015-02-16-16-49-06_denoised_1620,-0.8,2.6
2015-02-16-16-49-06_denoised_1019,-0.4,0.92
2015-02-16-16-49-06_denoised_70,-0.6,1.8
2015-02-16-16-49-06_denoised_1490,1.4,0.12
2015-02-16-16-49-06_denoised_1252,-2.0,2.4
2015-02-16-16-49-06_denoised_622,1.8,0.96
2015-02-16-16-49-06_denoised_590,-0.8,0.8
2015-02-16-16-49-06_denoised_513,-2.0,2.12
2015-02-16-16-49-06_denoised_409,1.2,1.04
2015-02-16-16-49-06_denoised_1217,1.2,1.4
2015-02-16-16-49-06_denoised_1546,-1.6,2.72
2015-02-16-16-49-06_denoised_1458,0.4,2.2
2015-02-16-16-49-06_denoised_1300,-1.6,1.84
2015-02-16-16-49-06_denoised_985,-1.6,1.76
2015-02-16-16-49-06_denoised_1737,2.0,0.92
2015-02-16-16-49-06_denoised_944,-0.4,2.8
2015-02-16-16-56-35_denoised_563,-1.0,1.88
2015-02-16-16-56-35_denoised_944,-1.8,2.28
2015-02-16-16-56-35_denoised_374,1.4,0.28
2015-02-16-16-56-35_denoised_185,-1.6,2.52
2015-02-16-16-56-35_denoised_1008,-0.6,2.68
2015-02-16-16-56-35_denoised_1071,-1.6,1.88
2015-02-16-16-56-35_denoised_361,-1.4,2.08
2015-02-16-16-56-35_denoised_1094,-0.2,1.04
2015-02-16-16-56-35_denoised_162,0.6,0.12
2015-02-16-16-56-35_denoised_465,0.2,1.6
2015-02-16-16-56-35_denoised_1057,0.2,1.4
2015-02-16-16-56-35_denoised_233,0.0,1.64
2015-02-16-16-56-35_denoised_105,-1.0,2.92
2015-02-16-16-56-35_denoised_890,1.4,0.16
2015-02-16-16-56-35_denoised_288,1.0,0.84
2015-02-16-16-56-35_denoised_250,-0.6,1.52
2015-02-16-16-56-35_denoised_822,-1.4,2.16
2015-02-16-16-56-35_denoised_132,-1.0,1.44
2015-02-16-16-56-35_denoised_620,0.2,1.2
2015-02-16-16-56-35_denoised_723,0.8,1.2
2015-02-16-16-56-35_denoised_745,-1.2,2.96
2015-02-16-16-56-35_denoised_761,-1.8,2.24
2015-02-16-16-56-35_denoised_586,0.0,2.28
2015-02-16-16-56-35_denoised_778,1.0,0.16
2015-02-16-16-56-35_denoised_958,-1.4,1.44
2015-02-16-16-56-35_denoised_640,-1.2,2.64
2015-02-16-16-56-35_denoised_514,-0.2,1.4
2015-02-16-16-56-35_denoised_437,-1.0,2.6
2015-02-16-16-56-35_denoised_918,0.2,2.68
2015-02-16-16-56-35_denoised_322,1.8,1.04
2015-02-16-16-56-35_denoised_535,-0.6,0.88
2015-02-16-16-56-35_denoised_669,2.0,0.72
2015-02-16-16-56-35_denoised_601,1.4,0.48
2015-02-16-16-56-35_denoised_703,-1.4,1.76
2015-02-16-16-56-35_denoised_211,-2.0,2.2
2015-02-16-16-56-35_denoised_491,-0.4,1.96
2015-02-16-16-56-35_denoised_452,1.0,0.4
2015-02-16-16-56-35_denoised_310,-0.4,0.56
2015-02-16-16-56-35_denoised_346,1.4,0.52
2015-02-16-16-56-35_denoised_794,0.2,2.04
2015-02-16-16-56-35_denoised_807,-1.0,2.04
2015-02-16-16-56-35_denoised_80,1.0,1.92
2015-02-16-16-56-35_denoised_682,-1.2,1.32
2015-02-16-16-56-35_denoised_1026,-2.0,2.32
2015-02-16-16-56-35_denoised_987,-0.2,0.76
2015-02-16-16-56-35_denoised_1044,-0.8,0.84
2015-02-16-16-58-57_denoised_719,-1.2,2.52
2015-02-16-16-58-57_denoised_146,1.0,1.68
2015-02-16-16-58-57_denoised_977,0.8,2.12
2015-02-16-16-58-57_denoised_872,1.4,0.36
2015-02-16-16-58-57_denoised_539,-2.0,2.4
2015-02-16-16-58-57_denoised_471,-1.0,2.88
2015-02-16-16-58-57_denoised_792,2.0,0.68
2015-02-16-16-58-57_denoised_945,0.4,1.0
2015-02-16-16-58-57_denoised_854,-0.8,1.84
2015-02-16-16-58-57_denoised_434,0.8,1.84
2015-02-16-16-58-57_denoised_178,-1.0,1.84
2015-02-16-16-58-57_denoised_328,0.6,0.6
2015-02-16-16-58-57_denoised_160,0.4,0.96
2015-02-16-16-58-57_denoised_607,-1.6,2.8
2015-02-16-16-58-57_denoised_411,1.2,1.48
2015-02-16-16-58-57_denoised_664,-1.2,2.64
2015-02-16-16-58-57_denoised_777,0.8,0.88
2015-02-16-16-58-57_denoised_395,1.6,0.08
2015-02-16-16-58-57_denoised_810,-1.2,1.8
2015-02-16-16-58-57_denoised_556,0.2,0.44
2015-02-16-16-58-57_denoised_344,-1.2,1.24
2015-02-16-16-58-57_denoised_299,0.8,1.48
2015-02-16-16-58-57_denoised_282,1.0,1.92
2015-02-16-16-58-57_denoised_123,-1.2,1.4
2015-02-16-16-58-57_denoised_741,0.4,0.48
2015-02-16-16-58-57_denoised_706,-0.4,0.56
2015-02-16-16-58-57_denoised_691,0.8,0.72
2015-02-16-16-58-57_denoised_231,1.6,1.36
2015-02-16-16-58-57_denoised_75,2.0,0.52
2015-02-16-16-58-57_denoised_101,0.8,1.84
2015-02-16-16-58-57_denoised_194,1.8,0.28
2015-02-16-16-58-57_denoised_515,1.2,1.48
2015-02-16-16-58-57_denoised_493,-0.6,0.76
2015-02-16-16-58-57_denoised_379,1.8,0.52
2015-02-16-16-58-57_denoised_455,-1.2,2.04
2015-02-16-16-58-57_denoised_634,1.2,0.2
2015-02-16-16-58-57_denoised_579,1.8,0.48
2015-02-16-16-58-57_denoised_359,-0.8,2.24
2015-02-16-16-58-57_denoised_922,-0.4,2.6
2015-02-16-16-58-57_denoised_267,-0.2,1.32
2015-02-16-16-58-57_denoised_207,-1.6,2.32
2015-02-16-17-02-05_denoised_959,-1.2,2.48
2015-02-16-17-02-05_denoised_362,2.0,0.88
2015-02-16-17-02-05_denoised_756,0.6,1.2
2015-02-16-17-02-05_denoised_792,-2.0,2.08
2015-02-16-17-02-05_denoised_921,-1.0,1.08
2015-02-16-17-02-05_denoised_314,-1.6,2.0
2015-02-16-17-02-05_denoised_406,1.8,0.2
2015-02-16-17-02-05_denoised_343,0.4,0.48
2015-02-16-17-02-05_denoised_245,-1.0,1.44
2015-02-16-17-02-05_denoised_880,-0.4,1.24
2015-02-16-17-02-05_denoised_194,-1.8,2.0
2015-02-16-17-02-05_denoised_726,-1.8,2.0
2015-02-16-17-02-05_denoised_269,-0.6,2.28
2015-02-16-17-02-05_denoised_231,-0.4,2.72
2015-02-16-17-02-05_denoised_979,-1.8,1.84
2015-02-16-17-02-05_denoised_829,-1.6,2.4
2015-02-16-17-02-05_denoised_681,1.4,1.48
2015-02-16-17-02-05_denoised_867,-0.2,1.72
2015-02-16-17-02-05_denoised_646,-2.0,2.4
2015-02-16-17-02-05_denoised_546,1.6,0.0
2015-02-16-17-02-05_denoised_993,-0.2,2.0
2015-02-16-17-02-05_denoised_508,1.2,1.0
2015-02-16-17-02-05_denoised_442,1.4,0.0
2015-02-16-17-02-05_denoised_169,0.8,1.76
2015-02-16-17-02-05_denoised_896,-0.6,1.88
2015-02-16-17-02-05_denoised_283,-1.8,1.88
2015-02-16-17-02-05_denoised_121,1.0,1.2
2015-02-16-17-02-05_denoised_606,-0.4,2.92
2015-02-16-17-02-05_denoised_777,-0.8,2.04
2015-02-16-17-02-05_denoised_665,-2.0,2.08
2015-02-16-17-02-05_denoised_140,-1.6,2.32
2015-02-16-17-02-05_denoised_936,-1.4,2.88
2015-02-16-17-02-05_denoised_461,0.8,0.68
2015-02-16-17-02-05_denoised_424,0.8,1.6
2015-02-16-17-02-05_denoised_385,-1.6,1.72
2015-02-16-17-02-05_denoised_527,1.4,1.48
2015-02-16-17-02-05_denoised_493,-1.2,1.52
2015-02-16-17-02-05_denoised_330,-1.4,2.84
2015-02-16-17-02-05_denoised_593,-1.4,2.32
2015-02-16-17-02-05_denoised_816,0.2,2.44
2015-02-16-17-02-05_denoised_703,-1.2,2.88
2015-02-16-17-02-05_denoised_214,0.4,0.0
2015-02-16-17-03-55_denoised_447,0.2,1.6
2015-02-16-17-03-55_denoised_606,0.2,2.68
2015-02-16-17-03-55_denoised_524,0.8,0.84
2015-02-16-17-03-55_denoised_582,2.0,0.64
2015-02-16-17-03-55_denoised_295,-1.8,1.96
2015-02-16-17-03-55_denoised_973,1.8,0.4
2015-02-16-17-03-55_denoised_208,-1.8,2.44
2015-02-16-17-03-55_denoised_241,-1.2,1.56
2015-02-16-17-03-55_denoised_470,1.2,1.44
2015-02-16-17-03-55_denoised_744,0.6,1.44
2015-02-16-17-03-55_denoised_1081,-1.4,2.92
2015-02-16-17-03-55_denoised_554,0.6,0.48
2015-02-16-17-03-55_denoised_682,-1.6,1.6
2015-02-16-17-03-55_denoised_927,0.0,0.84
2015-02-16-17-03-55_denoised_397,1.4,0.16
2015-02-16-17-03-55_denoised_789,-1.0,2.24
2015-02-16-17-03-55_denoised_816,1.8,0.0
2015-02-16-17-03-55_denoised_335,-1.0,1.08
2015-02-16-17-03-55_denoised_272,-0.4,0.88
2015-02-16-17-03-55_denoised_257,0.2,2.24
2015-02-16-17-03-55_denoised_195,0.6,2.08
2015-02-16-17-03-55_denoised_911,0.2,0.2
2015-02-16-17-03-55_denoised_762,-1.8,2.96
2015-02-16-17-03-55_denoised_96,1.8,0.64
2015-02-16-17-03-55_denoised_352,-1.8,1.8
2015-02-16-17-03-55_denoised_427,-0.8,2.0
2015-02-16-17-03-55_denoised_69,1.8,1.12
2015-02-16-17-03-55_denoised_1056,-0.8,2.96
2015-02-16-17-03-55_denoised_664,1.8,1.12
2015-02-16-17-03-55_denoised_410,-1.6,1.64
2015-02-16-17-03-55_denoised_379,-1.8,2.96
2015-02-16-17-03-55_denoised_84,-1.2,2.12
2015-02-16-17-03-55_denoised_642,-2.0,2.56
2015-02-16-17-03-55_denoised_629,-1.2,1.88
2015-02-16-17-03-55_denoised_1036,1.4,0.04
2015-02-16-17-03-55_denoised_121,1.0,0.8
2015-02-16-17-03-55_denoised_1010,0.8,1.32
2015-02-16-17-03-55_denoised_510,0.0,1.88
2015-02-16-17-03-55_denoised_135,-0.4,0.84
2015-02-16-17-03-55_denoised_706,0.6,2.2
2015-02-16-17-03-55_denoised_944,-0.4,1.88
2015-02-16-17-03-55_denoised_167,0.8,1.4
2015-02-16-17-03-55_denoised_884,-2.0,2.76
2015-02-16-17-03-55_denoised_317,0.6,1.92
2015-02-16-17-03-55_denoised_996,-1.4,2.8
2015-02-16-17-03-55_denoised_838,-0.2,2.56
2015-02-16-17-15-23_denoised_281,-1.8,2.28
2015-02-16-17-15-23_denoised_850,1.0,0.68
2015-02-16-17-15-23_denoised_144,-0.4,1.24
2015-02-16-17-15-23_denoised_504,-1.8,2.52
2015-02-16-17-15-23_denoised_102,0.4,2.08
2015-02-16-17-15-23_denoised_372,-2.0,2.64
2015-02-16-17-15-23_denoised_949,-0.6,0.88
2015-02-16-17-15-23_denoised_115,-1.2,2.16
2015-02-16-17-15-23_denoised_265,0.2,0.2
2015-02-16-17-15-23_denoised_917,1.6,1.0
2015-02-16-17-15-23_denoised_579,-0.6,2.76
2015-02-16-17-15-23_denoised_668,-1.2,1.44
2015-02-16-17-15-23_denoised_438,1.8,0.88
2015-02-16-17-15-23_denoised_895,0.2,0.92
2015-02-16-17-15-23_denoised_355,-2.0,2.88
2015-02-16-17-15-23_denoised_786,-1.0,1.08
2015-02-16-17-15-23_denoised_234,0.6,0.72
2015-02-16-17-15-23_denoised_690,1.4,1.48
2015-02-16-17-15-23_denoised_211,-1.0,2.56
2015-02-16-17-15-23_denoised_836,-1.6,2.08
2015-02-16-17-15-23_denoised_989,1.0,0.6
2015-02-16-17-15-23_denoised_558,-0.4,1.24
2015-02-16-17-15-23_denoised_625,-1.6,2.28
2015-02-16-17-15-23_denoised_340,2.0,0.68
2015-02-16-17-15-23_denoised_419,1.8,0.2
2015-02-16-17-15-23_denoised_456,1.4,0.08
2015-02-16-17-15-23_denoised_933,0.0,0.12
2015-02-16-17-15-23_denoised_66,-0.8,1.84
2015-02-16-17-15-23_denoised_538,0.6,0.68
2015-02-16-17-15-23_denoised_129,-1.6,2.0
2015-02-16-17-15-23_denoised_297,-0.8,2.04
2015-02-16-17-15-23_denoised_320,0.2,2.08
2015-02-16-17-15-23_denoised_728,-0.2,2.6
2015-02-16-17-15-23_denoised_523,-0.4,1.92
2015-02-16-17-15-23_denoised_80,0.4,0.72
2015-02-16-17-15-23_denoised_486,0.0,0.76
2015-02-16-17-15-23_denoised_710,1.8,0.36
2015-02-16-17-15-23_denoised_1061,0.2,1.72
2015-02-16-17-15-23_denoised_157,1.4,0.52
2015-02-16-17-15-23_denoised_761,-1.2,1.96
2015-02-16-17-15-23_denoised_1006,-1.4,2.84
2015-02-16-17-15-23_denoised_881,-0.2,2.0
2015-02-16-17-15-23_denoised_973,-1.0,2.84
2015-02-16-17-15-23_denoised_402,0.4,0.04
2015-02-16-17-15-23_denoised_172,0.0,1.32
2015-02-16-17-35-07_denoised_532,-1.6,1.92
2015-02-16-17-35-07_denoised_661,-1.6,2.84
2015-02-16-17-35-07_denoised_90,0.8,1.08
2015-02-16-17-35-07_denoised_329,0.4,1.92
2015-02-16-17-35-07_denoised_488,-2.0,2.08
2015-02-16-17-35-07_denoised_155,-1.6,2.16
2015-02-16-17-35-07_denoised_210,0.4,0.36
2015-02-16-17-35-07_denoised_418,0.8,1.56
2015-02-16-17-35-07_denoised_593,-1.2,1.4
2015-02-16-17-35-07_denoised_395,0.6,0.4
2015-02-16-17-35-07_denoised_561,0.6,0.88
2015-02-16-17-35-07_denoised_625,0.2,1.0
2015-02-16-17-35-07_denoised_457,1.6,0.84
2015-02-16-17-35-07_denoised_574,1.8,0.68
2015-02-16-17-35-07_denoised_342,0.8,0.96
2015-02-16-17-35-07_denoised_125,2.0,0.52
2015-02-16-17-35-07_denoised_359,0.6,0.56
2015-02-16-17-35-07_denoised_689,1.4,1.16
2015-02-16-17-35-07_denoised_106,1.8,0.4
2015-02-16-17-35-07_denoised_471,-0.6,2.76
2015-02-16-17-35-07_denoised_711,2.0,0.72
2015-02-16-17-35-07_denoised_266,0.0,2.28
2015-02-16-17-35-07_denoised_181,1.2,0.48
2015-02-16-17-35-07_denoised_515,-1.6,1.84
2015-02-16-17-35-07_denoised_224,-1.2,2.8
2015-02-16-17-35-07_denoised_436,1.2,0.76
2015-02-16-17-35-07_denoised_247,0.8,0.96
2015-02-16-17-35-07_denoised_75,1.8,0.48
2015-02-16-17-35-07_denoised_310,0.0,1.04
2015-02-16-17-35-07_denoised_279,0.6,0.88
2015-02-16-17-46-48_denoised_501,-0.4,1.8
2015-02-16-17-46-48_denoised_518,2.0,0.8
2015-02-16-17-46-48_denoised_66,0.8,2.04
2015-02-16-17-46-48_denoised_445,1.2,0.08
2015-02-16-17-46-48_denoised_487,1.6,1.12
2015-02-16-17-46-48_denoised_1125,-1.2,2.52
2015-02-16-17-46-48_denoised_1278,1.0,1.88
2015-02-16-17-46-48_denoised_612,1.6,0.04
2015-02-16-17-46-48_denoised_690,1.4,0.68
2015-02-16-17-46-48_denoised_598,-1.6,2.4
2015-02-16-17-46-48_denoised_756,-2.0,2.04
2015-02-16-17-46-48_denoised_641,1.4,0.56
2015-02-16-17-46-48_denoised_1010,0.4,1.32
2015-02-16-17-46-48_denoised_786,0.2,1.08
2015-02-16-17-46-48_denoised_1078,1.0,0.16
2015-02-16-17-46-48_denoised_1290,-1.8,2.68
2015-02-16-17-46-48_denoised_1026,0.8,2.04
2015-02-16-17-46-48_denoised_337,-0.4,1.92
2015-02-16-17-46-48_denoised_531,-1.0,2.8
2015-02-16-17-46-48_denoised_559,-0.6,2.48
2015-02-16-17-46-48_denoised_160,1.4,1.16
2015-02-16-17-46-48_denoised_257,-1.6,2.64
2015-02-16-17-46-48_denoised_702,0.0,2.64
2015-02-16-17-46-48_denoised_271,1.0,1.76
2015-02-16-17-46-48_denoised_389,1.4,0.12
2015-02-16-17-46-48_denoised_1217,-1.8,2.32
2015-02-16-17-46-48_denoised_90,-0.6,1.08
2015-02-16-17-46-48_denoised_406,-1.6,1.8
2015-02-16-17-46-48_denoised_727,-1.4,1.92
2015-02-16-17-46-48_denoised_239,-2.0,2.08
2015-02-16-17-46-48_denoised_954,-0.4,2.96
2015-02-16-17-46-48_denoised_926,-2.0,2.92
2015-02-16-17-46-48_denoised_197,-0.6,2.84
2015-02-16-17-46-48_denoised_209,-0.4,0.72
2015-02-16-17-46-48_denoised_420,-0.2,0.28
2015-02-16-17-46-48_denoised_287,1.2,1.76
2015-02-16-17-46-48_denoised_1249,2.0,0.6
2015-02-16-17-46-48_denoised_1054,0.4,1.52
2015-02-16-17-46-48_denoised_854,-0.8,2.36
2015-02-16-17-46-48_denoised_972,2.0,0.4
2015-02-16-17-46-48_denoised_461,0.8,0.24
2015-02-16-17-46-48_denoised_182,1.4,0.6
2015-02-16-17-46-48_denoised_815,1.4,0.16
2015-02-16-17-46-48_denoised_363,0.2,0.0
2015-02-16-17-46-48_denoised_475,-0.4,0.88
2015-02-16-17-46-48_denoised_830,-1.2,1.92
2015-02-16-17-46-48_denoised_669,2.0,0.16
2015-02-16-17-46-48_denoised_889,1.2,0.08
2015-02-16-17-46-48_denoised_544,-1.8,2.88
2015-02-16-17-46-48_denoised_908,1.4,0.88
2015-02-16-17-46-48_denoised_1150,-1.0,2.64
2015-02-16-17-46-48_denoised_876,0.4,0.64
2015-02-16-17-46-48_denoised_114,-0.6,2.36
2015-02-16-17-46-48_denoised_146,0.8,1.28
2015-02-16-17-52-15_denoised_1260,-0.2,1.4
2015-02-16-17-52-15_denoised_346,-1.8,2.52
2015-02-16-17-52-15_denoised_684,2.0,0.44
2015-02-16-17-52-15_denoised_988,1.6,0.2
2015-02-16-17-52-15_denoised_955,-0.6,1.32
2015-02-16-17-52-15_denoised_814,-1.0,1.2
2015-02-16-17-52-15_denoised_185,-1.6,1.92
2015-02-16-17-52-15_denoised_87,0.2,0.8
2015-02-16-17-52-15_denoised_215,0.8,1.36
2015-02-16-17-52-15_denoised_747,-0.8,1.56
2015-02-16-17-52-15_denoised_886,1.2,0.68
2015-02-16-17-52-15_denoised_1186,0.4,0.92
2015-02-16-17-52-15_denoised_448,2.0,0.48
2015-02-16-17-52-15_denoised_838,0.4,1.4
2015-02-16-17-52-15_denoised_859,0.8,1.6
2015-02-16-17-52-15_denoised_902,0.4,1.92
2015-02-16-17-52-15_denoised_1048,-1.2,2.72
2015-02-16-17-52-15_denoised_138,0.0,0.56
2015-02-16-17-52-15_denoised_495,1.4,1.2
2015-02-16-17-52-15_denoised_608,-2.0,2.76
2015-02-16-17-52-15_denoised_473,0.2,2.12
2015-02-16-17-52-15_denoised_257,-1.2,2.04
2015-02-16-17-52-15_denoised_660,0.4,0.16
2015-02-16-17-52-15_denoised_1135,0.4,2.56
2015-02-16-17-52-15_denoised_929,-1.8,1.84
2015-02-16-17-52-15_denoised_784,1.8,0.8
2015-02-16-17-52-15_denoised_1151,0.0,0.52
2015-02-16-17-52-15_denoised_762,0.0,0.16
2015-02-16-17-52-15_denoised_528,-0.4,0.6
2015-02-16-17-52-15_denoised_69,0.2,2.04
2015-02-16-17-52-15_denoised_1071,-1.2,1.4
2015-02-16-17-52-15_denoised_1222,-1.8,2.24
2015-02-16-17-52-15_denoised_562,1.8,0.64
2015-02-16-17-52-15_denoised_632,-0.4,0.84
2015-02-16-17-52-15_denoised_575,0.0,2.84
2015-02-16-17-52-15_denoised_231,-0.6,1.64
2015-02-16-17-52-15_denoised_297,0.0,2.12
2015-02-16-17-52-15_denoised_1098,1.4,0.44
2015-02-16-17-52-15_denoised_916,0.2,1.2
2015-02-16-17-52-15_denoised_1115,-0.4,2.12
2015-02-16-17-52-15_denoised_386,0.4,2.56
2015-02-16-17-52-15_denoised_328,1.8,0.16
2015-02-16-17-52-15_denoised_200,-0.2,2.56
2015-02-16-17-52-15_denoised_1244,0.2,0.76
2015-02-16-17-52-15_denoised_724,1.6,0.6
2015-02-16-17-52-15_denoised_1020,-0.8,2.2
2015-02-16-17-52-15_denoised_414,0.4,0.28
2015-02-16-17-52-15_denoised_162,-1.6,2.56
2015-02-16-17-52-15_denoised_1168,0.0,1.96
2015-02-16-17-52-15_denoised_511,-1.2,1.24
2015-02-16-17-52-15_denoised_279,1.2,1.72
2015-02-16-17-52-15_denoised_1001,-0.2,0.68
2015-02-16-17-52-15_denoised_430,0.6,1.52
2015-02-16-17-54-47_denoised_981,1.8,0.04
2015-02-16-17-54-47_denoised_280,1.6,0.04
2015-02-16-17-54-47_denoised_493,1.4,0.4
2015-02-16-17-54-47_denoised_1103,1.4,1.16
2015-02-16-17-54-47_denoised_1059,1.8,1.04
2015-02-16-17-54-47_denoised_474,-0.4,2.48
2015-02-16-17-54-47_denoised_200,-1.2,2.6
2015-02-16-17-54-47_denoised_545,1.2,0.84
2015-02-16-17-54-47_denoised_111,-0.2,0.92
2015-02-16-17-54-47_denoised_954,-1.2,1.8
2015-02-16-17-54-47_denoised_1044,-2.0,2.56
2015-02-16-17-54-47_denoised_529,-1.8,1.92
2015-02-16-17-54-47_denoised_1074,-1.8,2.08
2015-02-16-17-54-47_denoised_769,-1.8,2.56
2015-02-16-17-54-47_denoised_895,1.2,0.92
2015-02-16-17-54-47_denoised_94,1.6,1.2
2015-02-16-17-54-47_denoised_676,-1.6,2.48
2015-02-16-17-54-47_denoised_138,2.0,0.92
2015-02-16-17-54-47_denoised_698,-0.8,1.04
2015-02-16-17-54-47_denoised_1119,-0.6,1.76
2015-02-16-17-54-47_denoised_508,2.0,0.88
2015-02-16-17-54-47_denoised_458,1.8,0.6
2015-02-16-17-54-47_denoised_737,0.6,1.8
2015-02-16-17-54-47_denoised_880,1.6,0.68
2015-02-16-17-54-47_denoised_430,0.0,0.32
2015-02-16-17-54-47_denoised_350,-1.8,2.16
2015-02-16-17-54-47_denoised_724,-1.0,1.28
2015-02-16-17-54-47_denoised_797,1.4,0.52
2015-02-16-17-54-47_denoised_967,1.8,0.76
2015-02-16-17-54-47_denoised_310,-2.0,2.64
2015-02-16-17-54-47_denoised_644,0.2,1.8
2015-02-16-17-54-47_denoised_994,-1.2,2.24
2015-02-16-17-54-47_denoised_266,0.2,0.44
2015-02-16-17-54-47_denoised_604,-1.0,2.6
2015-02-16-17-54-47_denoised_1224,-0.4,1.56
2015-02-16-17-54-47_denoised_1267,0.4,1.92
2015-02-16-17-54-47_denoised_1244,-0.4,2.48
2015-02-16-17-54-47_denoised_327,0.8,0.72
2015-02-16-17-54-47_denoised_830,-1.2,2.04
2015-02-16-17-54-47_denoised_1200,0.8,2.04
2015-02-16-17-54-47_denoised_363,0.4,0.48
2015-02-16-17-54-47_denoised_591,1.0,1.96
2015-02-16-17-54-47_denoised_404,-1.8,2.96
2015-02-16-17-54-47_denoised_385,0.8,1.28
2015-02-16-17-54-47_denoised_1024,1.6,1.0
2015-02-16-17-54-47_denoised_1139,-0.2,1.64
2015-02-16-17-54-47_denoised_1183,-1.0,1.24
2015-02-16-17-54-47_denoised_248,-1.0,2.76
2015-02-16-17-54-47_denoised_858,1.4,0.96
2015-02-16-17-54-47_denoised_160,0.6,1.36
2015-02-16-17-54-47_denoised_1155,1.0,0.32
2015-02-16-17-54-47_denoised_1090,-1.2,1.88
2015-02-16-17-54-47_denoised_924,-1.8,2.68
2015-02-16-18-02-38_denoised_431,1.8,1.16
2015-02-16-18-02-38_denoised_360,0.8,1.68
2015-02-16-18-02-38_denoised_417,2.0,0.4
2015-02-16-18-02-38_denoised_850,-0.4,0.6
2015-02-16-18-02-38_denoised_346,0.6,2.12
2015-02-16-18-02-38_denoised_585,0.2,0.32
2015-02-16-18-02-38_denoised_568,2.0,0.76
2015-02-16-18-02-38_denoised_286,0.2,1.0
2015-02-16-18-02-38_denoised_813,-2.0,2.36
2015-02-16-18-02-38_denoised_97,2.0,0.44
2015-02-16-18-02-38_denoised_302,-1.2,1.28
2015-02-16-18-02-38_denoised_404,-1.8,2.6
2015-02-16-18-02-38_denoised_636,1.6,0.4
2015-02-16-18-02-38_denoised_534,-2.0,2.8
2015-02-16-18-02-38_denoised_734,-2.0,2.52
2015-02-16-18-02-38_denoised_211,-1.4,1.96
2015-02-16-18-02-38_denoised_688,1.0,1.44
2015-02-16-18-02-38_denoised_664,-0.6,1.88
2015-02-16-18-02-38_denoised_648,0.2,1.92
2015-02-16-18-02-38_denoised_460,-0.4,1.32
2015-02-16-18-02-38_denoised_512,-0.6,1.72
2015-02-16-18-02-38_denoised_702,-1.0,1.12
